"itrn","etrain","etest"
1,0.139072847682119,0.0746268656716418
2,0.125827814569536,0.373134328358209
3,0.0927152317880795,0.129353233830846
4,0.0728476821192053,0.218905472636816
5,0.0662251655629139,0.159203980099503
6,0.0529801324503312,0.164179104477612
7,0.0264900662251656,0.149253731343284
8,0.0264900662251656,0.159203980099503
9,0.00662251655629142,0.124378109452736
10,0.0132450331125827,0.119402985074627
11,0,0.124378109452736
12,0,0.114427860696517
13,0,0.119402985074627
14,0,0.129353233830846
15,0,0.114427860696517
16,0,0.124378109452736
17,0,0.129353233830846
18,0,0.104477611940298
19,0,0.119402985074627
20,0,0.099502487562189
21,0,0.099502487562189
22,0,0.104477611940298
23,0,0.109452736318408
24,0,0.104477611940298
25,0,0.104477611940298
26,0,0.099502487562189
27,0,0.099502487562189
28,0,0.0945273631840796
29,0,0.0895522388059702
30,0,0.0895522388059702
31,0,0.0945273631840796
32,0,0.0895522388059702
33,0,0.0895522388059702
34,0,0.0746268656716418
35,0,0.0696517412935324
36,0,0.0895522388059702
37,0,0.0796019900497512
38,0,0.0845771144278606
39,0,0.0796019900497512
40,0,0.0895522388059702
41,0,0.0895522388059702
42,0,0.0895522388059702
43,0,0.0646766169154229
44,0,0.0845771144278606
45,0,0.0646766169154229
46,0,0.0646766169154229
47,0,0.0646766169154229
48,0,0.0746268656716418
49,0,0.0696517412935324
50,0,0.0696517412935324
51,0,0.0696517412935324
52,0,0.0746268656716418
53,0,0.0845771144278606
54,0,0.0746268656716418
55,0,0.0796019900497512
56,0,0.0696517412935324
57,0,0.0746268656716418
58,0,0.0796019900497512
59,0,0.0696517412935324
60,0,0.0696517412935324
61,0,0.0696517412935324
62,0,0.0696517412935324
63,0,0.0696517412935324
64,0,0.0696517412935324
65,0,0.0646766169154229
66,0,0.0746268656716418
67,0,0.0696517412935324
68,0,0.0696517412935324
69,0,0.0646766169154229
70,0,0.0646766169154229
71,0,0.0597014925373134
72,0,0.0597014925373134
73,0,0.0597014925373134
74,0,0.0646766169154229
75,0,0.0597014925373134
76,0,0.0646766169154229
77,0,0.0646766169154229
78,0,0.0646766169154229
79,0,0.0597014925373134
80,0,0.0646766169154229
81,0,0.0646766169154229
82,0,0.0646766169154229
83,0,0.0746268656716418
84,0,0.0696517412935324
85,0,0.0696517412935324
86,0,0.0796019900497512
87,0,0.0845771144278606
88,0,0.0845771144278606
89,0,0.0945273631840796
90,0,0.0945273631840796
91,0,0.0945273631840796
92,0,0.0945273631840796
93,0,0.0945273631840796
94,0,0.0895522388059702
95,0,0.0895522388059702
96,0,0.0746268656716418
97,0,0.0746268656716418
98,0,0.0796019900497512
99,0,0.0895522388059702
100,0,0.0945273631840796
101,0,0.0895522388059702
102,0,0.0945273631840796
103,0,0.0945273631840796
104,0,0.0945273631840796
105,0,0.0895522388059702
106,0,0.0895522388059702
107,0,0.0845771144278606
108,0,0.0796019900497512
109,0,0.0746268656716418
110,0,0.0796019900497512
111,0,0.0746268656716418
112,0,0.0696517412935324
113,0,0.0746268656716418
114,0,0.0696517412935324
115,0,0.0796019900497512
116,0,0.0696517412935324
117,0,0.0746268656716418
118,0,0.0696517412935324
119,0,0.0796019900497512
120,0,0.0696517412935324
121,0,0.0696517412935324
122,0,0.0696517412935324
123,0,0.0696517412935324
124,0,0.0646766169154229
125,0,0.0646766169154229
126,0,0.0646766169154229
127,0,0.0746268656716418
128,0,0.0696517412935324
129,0,0.0746268656716418
130,0,0.0696517412935324
131,0,0.0696517412935324
132,0,0.0696517412935324
133,0,0.0845771144278606
134,0,0.0796019900497512
135,0,0.0845771144278606
136,0,0.0845771144278606
137,0,0.0796019900497512
138,0,0.0796019900497512
139,0,0.0746268656716418
140,0,0.0796019900497512
141,0,0.0796019900497512
142,0,0.0845771144278606
143,0,0.0746268656716418
144,0,0.0746268656716418
145,0,0.0746268656716418
146,0,0.0746268656716418
147,0,0.0796019900497512
148,0,0.0746268656716418
149,0,0.0746268656716418
150,0,0.0746268656716418
151,0,0.0746268656716418
152,0,0.0746268656716418
153,0,0.0746268656716418
154,0,0.0746268656716418
155,0,0.0746268656716418
156,0,0.0746268656716418
157,0,0.0696517412935324
158,0,0.0696517412935324
159,0,0.0696517412935324
160,0,0.0646766169154229
161,0,0.0696517412935324
162,0,0.0597014925373134
163,0,0.0646766169154229
164,0,0.0597014925373134
165,0,0.0696517412935324
166,0,0.0696517412935324
167,0,0.0696517412935324
168,0,0.0646766169154229
169,0,0.0597014925373134
170,0,0.0646766169154229
171,0,0.0646766169154229
172,0,0.0646766169154229
173,0,0.0646766169154229
174,0,0.0646766169154229
175,0,0.0746268656716418
176,0,0.0746268656716418
177,0,0.0746268656716418
178,0,0.0646766169154229
179,0,0.0696517412935324
180,0,0.0696517412935324
181,0,0.0696517412935324
182,0,0.0696517412935324
183,0,0.0696517412935324
184,0,0.0696517412935324
185,0,0.0746268656716418
186,0,0.0696517412935324
187,0,0.0696517412935324
188,0,0.0696517412935324
189,0,0.0696517412935324
190,0,0.0696517412935324
191,0,0.0746268656716418
192,0,0.0646766169154229
193,0,0.0696517412935324
194,0,0.0646766169154229
195,0,0.0746268656716418
196,0,0.0646766169154229
197,0,0.0646766169154229
198,0,0.0646766169154229
199,0,0.0646766169154229
200,0,0.0646766169154229
201,0,0.0696517412935324
202,0,0.0696517412935324
203,0,0.0746268656716418
204,0,0.0696517412935324
205,0,0.0696517412935324
206,0,0.0696517412935324
207,0,0.0696517412935324
208,0,0.0696517412935324
209,0,0.0696517412935324
210,0,0.0746268656716418
211,0,0.0746268656716418
212,0,0.0696517412935324
213,0,0.0746268656716418
214,0,0.0746268656716418
215,0,0.0746268656716418
216,0,0.0746268656716418
217,0,0.0746268656716418
218,0,0.0746268656716418
219,0,0.0746268656716418
220,0,0.0746268656716418
221,0,0.0746268656716418
222,0,0.0796019900497512
223,0,0.0796019900497512
224,0,0.0796019900497512
225,0,0.0746268656716418
226,0,0.0746268656716418
227,0,0.0746268656716418
228,0,0.0746268656716418
229,0,0.0746268656716418
230,0,0.0746268656716418
231,0,0.0746268656716418
232,0,0.0746268656716418
233,0,0.0746268656716418
234,0,0.0746268656716418
235,0,0.0746268656716418
236,0,0.0746268656716418
237,0,0.0796019900497512
238,0,0.0746268656716418
239,0,0.0746268656716418
240,0,0.0746268656716418
241,0,0.0746268656716418
242,0,0.0746268656716418
243,0,0.0845771144278606
244,0,0.0796019900497512
245,0,0.0845771144278606
246,0,0.0895522388059702
247,0,0.0845771144278606
248,0,0.0845771144278606
249,0,0.0845771144278606
250,0,0.0845771144278606
251,0,0.0845771144278606
252,0,0.0845771144278606
253,0,0.0845771144278606
254,0,0.0845771144278606
255,0,0.0845771144278606
256,0,0.0845771144278606
257,0,0.0845771144278606
258,0,0.0845771144278606
259,0,0.0895522388059702
260,0,0.0845771144278606
261,0,0.0845771144278606
262,0,0.0845771144278606
263,0,0.0895522388059702
264,0,0.0895522388059702
265,0,0.0845771144278606
266,0,0.0845771144278606
267,0,0.0796019900497512
268,0,0.0845771144278606
269,0,0.0845771144278606
270,0,0.0746268656716418
271,0,0.0796019900497512
272,0,0.0746268656716418
273,0,0.0746268656716418
274,0,0.0796019900497512
275,0,0.0796019900497512
276,0,0.0845771144278606
277,0,0.0845771144278606
278,0,0.0845771144278606
279,0,0.0796019900497512
280,0,0.0845771144278606
281,0,0.0845771144278606
282,0,0.0845771144278606
283,0,0.0845771144278606
284,0,0.0895522388059702
285,0,0.0845771144278606
286,0,0.0895522388059702
287,0,0.099502487562189
288,0,0.0895522388059702
289,0,0.0845771144278606
290,0,0.0845771144278606
291,0,0.0845771144278606
292,0,0.0845771144278606
293,0,0.0845771144278606
294,0,0.0845771144278606
295,0,0.0845771144278606
296,0,0.0845771144278606
297,0,0.0845771144278606
298,0,0.0895522388059702
299,0,0.0845771144278606
300,0,0.0845771144278606
301,0,0.0845771144278606
302,0,0.0845771144278606
303,0,0.0796019900497512
304,0,0.0845771144278606
305,0,0.0796019900497512
306,0,0.0746268656716418
307,0,0.0796019900497512
308,0,0.0796019900497512
309,0,0.0895522388059702
310,0,0.0845771144278606
311,0,0.0945273631840796
312,0,0.0895522388059702
313,0,0.0945273631840796
314,0,0.0845771144278606
315,0,0.0895522388059702
316,0,0.0845771144278606
317,0,0.0796019900497512
318,0,0.0796019900497512
319,0,0.0796019900497512
320,0,0.0796019900497512
321,0,0.0796019900497512
322,0,0.0796019900497512
323,0,0.0796019900497512
324,0,0.0796019900497512
325,0,0.0845771144278606
326,0,0.0895522388059702
327,0,0.0845771144278606
328,0,0.0845771144278606
329,0,0.0895522388059702
330,0,0.0895522388059702
331,0,0.0845771144278606
332,0,0.0945273631840796
333,0,0.0895522388059702
334,0,0.0895522388059702
335,0,0.0895522388059702
336,0,0.0895522388059702
337,0,0.0895522388059702
338,0,0.0945273631840796
339,0,0.0895522388059702
340,0,0.0895522388059702
341,0,0.0895522388059702
342,0,0.0945273631840796
343,0,0.0895522388059702
344,0,0.0945273631840796
345,0,0.0945273631840796
346,0,0.0945273631840796
347,0,0.0945273631840796
348,0,0.0895522388059702
349,0,0.0845771144278606
350,0,0.0845771144278606
351,0,0.0845771144278606
352,0,0.0845771144278606
353,0,0.0796019900497512
354,0,0.0845771144278606
355,0,0.0845771144278606
356,0,0.0845771144278606
357,0,0.0845771144278606
358,0,0.0845771144278606
359,0,0.0895522388059702
360,0,0.0895522388059702
361,0,0.0895522388059702
362,0,0.0895522388059702
363,0,0.0895522388059702
364,0,0.0895522388059702
365,0,0.0895522388059702
366,0,0.0895522388059702
367,0,0.0895522388059702
368,0,0.0895522388059702
369,0,0.0895522388059702
370,0,0.0945273631840796
371,0,0.0895522388059702
372,0,0.0895522388059702
373,0,0.0895522388059702
374,0,0.0895522388059702
375,0,0.0895522388059702
376,0,0.0895522388059702
377,0,0.0895522388059702
378,0,0.0895522388059702
379,0,0.0845771144278606
380,0,0.0895522388059702
381,0,0.0845771144278606
382,0,0.0895522388059702
383,0,0.0845771144278606
384,0,0.0895522388059702
385,0,0.0845771144278606
386,0,0.0845771144278606
387,0,0.0845771144278606
388,0,0.0845771144278606
389,0,0.0845771144278606
390,0,0.0845771144278606
391,0,0.0845771144278606
392,0,0.0796019900497512
393,0,0.0796019900497512
394,0,0.0796019900497512
395,0,0.0796019900497512
396,0,0.0796019900497512
397,0,0.0845771144278606
398,0,0.0845771144278606
399,0,0.0845771144278606
400,0,0.0796019900497512
401,0,0.0845771144278606
402,0,0.0845771144278606
403,0,0.0796019900497512
404,0,0.0845771144278606
405,0,0.0845771144278606
406,0,0.0845771144278606
407,0,0.0845771144278606
408,0,0.0796019900497512
409,0,0.0796019900497512
410,0,0.0796019900497512
411,0,0.0796019900497512
412,0,0.0796019900497512
413,0,0.0796019900497512
414,0,0.0796019900497512
415,0,0.0796019900497512
416,0,0.0796019900497512
417,0,0.0796019900497512
418,0,0.0796019900497512
419,0,0.0796019900497512
420,0,0.0796019900497512
421,0,0.0845771144278606
422,0,0.0796019900497512
423,0,0.0845771144278606
424,0,0.0845771144278606
425,0,0.0845771144278606
426,0,0.0845771144278606
427,0,0.0845771144278606
428,0,0.0895522388059702
429,0,0.0845771144278606
430,0,0.0845771144278606
431,0,0.0845771144278606
432,0,0.0845771144278606
433,0,0.0845771144278606
434,0,0.0845771144278606
435,0,0.0796019900497512
436,0,0.0796019900497512
437,0,0.0796019900497512
438,0,0.0895522388059702
439,0,0.0845771144278606
440,0,0.0895522388059702
441,0,0.0895522388059702
442,0,0.0845771144278606
443,0,0.0845771144278606
444,0,0.0796019900497512
445,0,0.0796019900497512
446,0,0.0796019900497512
447,0,0.0796019900497512
448,0,0.0796019900497512
449,0,0.0845771144278606
450,0,0.0895522388059702
451,0,0.0845771144278606
452,0,0.0845771144278606
453,0,0.0845771144278606
454,0,0.0796019900497512
455,0,0.0845771144278606
456,0,0.0845771144278606
457,0,0.0845771144278606
458,0,0.0845771144278606
459,0,0.0845771144278606
460,0,0.0845771144278606
461,0,0.0845771144278606
462,0,0.0845771144278606
463,0,0.0845771144278606
464,0,0.0845771144278606
465,0,0.0845771144278606
466,0,0.0845771144278606
467,0,0.0845771144278606
468,0,0.0845771144278606
469,0,0.0845771144278606
470,0,0.0845771144278606
471,0,0.0845771144278606
472,0,0.0845771144278606
473,0,0.0845771144278606
474,0,0.0845771144278606
475,0,0.0845771144278606
476,0,0.0845771144278606
477,0,0.0845771144278606
478,0,0.0845771144278606
479,0,0.0845771144278606
480,0,0.0845771144278606
481,0,0.0845771144278606
482,0,0.0845771144278606
483,0,0.0845771144278606
484,0,0.0845771144278606
485,0,0.0845771144278606
486,0,0.0845771144278606
487,0,0.0845771144278606
488,0,0.0845771144278606
489,0,0.0845771144278606
490,0,0.0845771144278606
491,0,0.0845771144278606
492,0,0.0845771144278606
493,0,0.0895522388059702
494,0,0.0895522388059702
495,0,0.0895522388059702
496,0,0.0845771144278606
497,0,0.0895522388059702
498,0,0.0895522388059702
499,0,0.0895522388059702
500,0,0.0845771144278606
501,0,0.0895522388059702
502,0,0.0845771144278606
503,0,0.0845771144278606
504,0,0.0845771144278606
505,0,0.0895522388059702
506,0,0.0845771144278606
507,0,0.0845771144278606
508,0,0.0845771144278606
509,0,0.0845771144278606
510,0,0.0845771144278606
511,0,0.0845771144278606
512,0,0.0845771144278606
513,0,0.0845771144278606
514,0,0.0845771144278606
515,0,0.0845771144278606
516,0,0.0845771144278606
517,0,0.0845771144278606
518,0,0.0845771144278606
519,0,0.0845771144278606
520,0,0.0845771144278606
521,0,0.0845771144278606
522,0,0.0845771144278606
523,0,0.0845771144278606
524,0,0.0845771144278606
525,0,0.0845771144278606
526,0,0.0845771144278606
527,0,0.0845771144278606
528,0,0.0845771144278606
529,0,0.0845771144278606
530,0,0.0845771144278606
531,0,0.0845771144278606
532,0,0.0845771144278606
533,0,0.0845771144278606
534,0,0.0845771144278606
535,0,0.0845771144278606
536,0,0.0845771144278606
537,0,0.0845771144278606
538,0,0.0845771144278606
539,0,0.0845771144278606
540,0,0.0845771144278606
541,0,0.0845771144278606
542,0,0.0845771144278606
543,0,0.0845771144278606
544,0,0.0845771144278606
545,0,0.0845771144278606
546,0,0.0845771144278606
547,0,0.0845771144278606
548,0,0.0845771144278606
549,0,0.0845771144278606
550,0,0.0845771144278606
551,0,0.0845771144278606
552,0,0.0845771144278606
553,0,0.0845771144278606
554,0,0.0845771144278606
555,0,0.0845771144278606
556,0,0.0845771144278606
557,0,0.0845771144278606
558,0,0.0845771144278606
559,0,0.0845771144278606
560,0,0.0845771144278606
561,0,0.0845771144278606
562,0,0.0845771144278606
563,0,0.0845771144278606
564,0,0.0845771144278606
565,0,0.0845771144278606
566,0,0.0845771144278606
567,0,0.0845771144278606
568,0,0.0845771144278606
569,0,0.0845771144278606
570,0,0.0845771144278606
571,0,0.0845771144278606
572,0,0.0845771144278606
573,0,0.0845771144278606
574,0,0.0845771144278606
575,0,0.0845771144278606
576,0,0.0845771144278606
577,0,0.0845771144278606
578,0,0.0845771144278606
579,0,0.0845771144278606
580,0,0.0845771144278606
581,0,0.0845771144278606
582,0,0.0845771144278606
583,0,0.0845771144278606
584,0,0.0845771144278606
585,0,0.0845771144278606
586,0,0.0845771144278606
587,0,0.0845771144278606
588,0,0.0845771144278606
589,0,0.0845771144278606
590,0,0.0845771144278606
591,0,0.0845771144278606
592,0,0.0845771144278606
593,0,0.0845771144278606
594,0,0.0845771144278606
595,0,0.0845771144278606
596,0,0.0845771144278606
597,0,0.0845771144278606
598,0,0.0845771144278606
599,0,0.0845771144278606
600,0,0.0845771144278606
601,0,0.0845771144278606
602,0,0.0845771144278606
603,0,0.0845771144278606
604,0,0.0845771144278606
605,0,0.0845771144278606
606,0,0.0845771144278606
607,0,0.0845771144278606
608,0,0.0845771144278606
609,0,0.0845771144278606
610,0,0.0845771144278606
611,0,0.0845771144278606
612,0,0.0845771144278606
613,0,0.0845771144278606
614,0,0.0845771144278606
615,0,0.0845771144278606
616,0,0.0845771144278606
617,0,0.0845771144278606
618,0,0.0845771144278606
619,0,0.0845771144278606
620,0,0.0845771144278606
621,0,0.0845771144278606
622,0,0.0845771144278606
623,0,0.0845771144278606
624,0,0.0845771144278606
625,0,0.0845771144278606
626,0,0.0845771144278606
627,0,0.0845771144278606
628,0,0.0845771144278606
629,0,0.0845771144278606
630,0,0.0845771144278606
631,0,0.0845771144278606
632,0,0.0845771144278606
633,0,0.0845771144278606
634,0,0.0845771144278606
635,0,0.0845771144278606
636,0,0.0845771144278606
637,0,0.0845771144278606
638,0,0.0845771144278606
639,0,0.0845771144278606
640,0,0.0845771144278606
641,0,0.0845771144278606
642,0,0.0845771144278606
643,0,0.0845771144278606
644,0,0.0845771144278606
645,0,0.0845771144278606
646,0,0.0845771144278606
647,0,0.0845771144278606
648,0,0.0845771144278606
649,0,0.0845771144278606
650,0,0.0845771144278606
651,0,0.0845771144278606
652,0,0.0845771144278606
653,0,0.0845771144278606
654,0,0.0845771144278606
655,0,0.0845771144278606
656,0,0.0845771144278606
657,0,0.0845771144278606
658,0,0.0845771144278606
659,0,0.0845771144278606
660,0,0.0845771144278606
661,0,0.0845771144278606
662,0,0.0845771144278606
663,0,0.0845771144278606
664,0,0.0845771144278606
665,0,0.0845771144278606
666,0,0.0845771144278606
667,0,0.0845771144278606
668,0,0.0845771144278606
669,0,0.0845771144278606
670,0,0.0845771144278606
671,0,0.0845771144278606
672,0,0.0845771144278606
673,0,0.0845771144278606
674,0,0.0845771144278606
675,0,0.0845771144278606
676,0,0.0845771144278606
677,0,0.0845771144278606
678,0,0.0845771144278606
679,0,0.0845771144278606
680,0,0.0845771144278606
681,0,0.0845771144278606
682,0,0.0845771144278606
683,0,0.0845771144278606
684,0,0.0845771144278606
685,0,0.0845771144278606
686,0,0.0845771144278606
687,0,0.0845771144278606
688,0,0.0845771144278606
689,0,0.0845771144278606
690,0,0.0845771144278606
691,0,0.0845771144278606
692,0,0.0845771144278606
693,0,0.0845771144278606
694,0,0.0845771144278606
695,0,0.0845771144278606
696,0,0.0845771144278606
697,0,0.0845771144278606
698,0,0.0845771144278606
699,0,0.0845771144278606
700,0,0.0845771144278606
701,0,0.0845771144278606
702,0,0.0845771144278606
703,0,0.0845771144278606
704,0,0.0845771144278606
705,0,0.0845771144278606
706,0,0.0845771144278606
707,0,0.0845771144278606
708,0,0.0845771144278606
709,0,0.0796019900497512
710,0,0.0845771144278606
711,0,0.0845771144278606
712,0,0.0845771144278606
713,0,0.0845771144278606
714,0,0.0845771144278606
715,0,0.0796019900497512
716,0,0.0796019900497512
717,0,0.0796019900497512
718,0,0.0845771144278606
719,0,0.0796019900497512
720,0,0.0796019900497512
721,0,0.0796019900497512
722,0,0.0796019900497512
723,0,0.0796019900497512
724,0,0.0845771144278606
725,0,0.0845771144278606
726,0,0.0845771144278606
727,0,0.0796019900497512
728,0,0.0845771144278606
729,0,0.0796019900497512
730,0,0.0845771144278606
731,0,0.0796019900497512
732,0,0.0796019900497512
733,0,0.0796019900497512
734,0,0.0796019900497512
735,0,0.0796019900497512
736,0,0.0796019900497512
737,0,0.0796019900497512
738,0,0.0796019900497512
739,0,0.0796019900497512
740,0,0.0796019900497512
741,0,0.0796019900497512
742,0,0.0845771144278606
743,0,0.0845771144278606
744,0,0.0796019900497512
745,0,0.0796019900497512
746,0,0.0796019900497512
747,0,0.0796019900497512
748,0,0.0845771144278606
749,0,0.0845771144278606
750,0,0.0845771144278606
751,0,0.0796019900497512
752,0,0.0796019900497512
753,0,0.0796019900497512
754,0,0.0796019900497512
755,0,0.0796019900497512
756,0,0.0796019900497512
757,0,0.0845771144278606
758,0,0.0845771144278606
759,0,0.0845771144278606
760,0,0.0845771144278606
761,0,0.0845771144278606
762,0,0.0845771144278606
763,0,0.0845771144278606
764,0,0.0845771144278606
765,0,0.0845771144278606
766,0,0.0796019900497512
767,0,0.0796019900497512
768,0,0.0796019900497512
769,0,0.0796019900497512
770,0,0.0796019900497512
771,0,0.0796019900497512
772,0,0.0796019900497512
773,0,0.0796019900497512
774,0,0.0845771144278606
775,0,0.0796019900497512
776,0,0.0845771144278606
777,0,0.0796019900497512
778,0,0.0845771144278606
779,0,0.0796019900497512
780,0,0.0796019900497512
781,0,0.0796019900497512
782,0,0.0796019900497512
783,0,0.0796019900497512
784,0,0.0796019900497512
785,0,0.0796019900497512
786,0,0.0796019900497512
787,0,0.0796019900497512
788,0,0.0796019900497512
789,0,0.0796019900497512
790,0,0.0796019900497512
791,0,0.0796019900497512
792,0,0.0796019900497512
793,0,0.0796019900497512
794,0,0.0796019900497512
795,0,0.0796019900497512
796,0,0.0845771144278606
797,0,0.0845771144278606
798,0,0.0845771144278606
799,0,0.0796019900497512
800,0,0.0796019900497512
801,0,0.0796019900497512
802,0,0.0796019900497512
803,0,0.0796019900497512
804,0,0.0796019900497512
805,0,0.0796019900497512
806,0,0.0845771144278606
807,0,0.0845771144278606
808,0,0.0796019900497512
809,0,0.0845771144278606
810,0,0.0796019900497512
811,0,0.0796019900497512
812,0,0.0796019900497512
813,0,0.0796019900497512
814,0,0.0796019900497512
815,0,0.0796019900497512
816,0,0.0796019900497512
817,0,0.0796019900497512
818,0,0.0796019900497512
819,0,0.0796019900497512
820,0,0.0796019900497512
821,0,0.0845771144278606
822,0,0.0796019900497512
823,0,0.0796019900497512
824,0,0.0796019900497512
825,0,0.0845771144278606
826,0,0.0845771144278606
827,0,0.0796019900497512
828,0,0.0796019900497512
829,0,0.0796019900497512
830,0,0.0796019900497512
831,0,0.0796019900497512
832,0,0.0796019900497512
833,0,0.0796019900497512
834,0,0.0796019900497512
835,0,0.0796019900497512
836,0,0.0796019900497512
837,0,0.0796019900497512
838,0,0.0796019900497512
839,0,0.0796019900497512
840,0,0.0796019900497512
841,0,0.0796019900497512
842,0,0.0796019900497512
843,0,0.0796019900497512
844,0,0.0796019900497512
845,0,0.0796019900497512
846,0,0.0796019900497512
847,0,0.0796019900497512
848,0,0.0796019900497512
849,0,0.0796019900497512
850,0,0.0796019900497512
851,0,0.0796019900497512
852,0,0.0796019900497512
853,0,0.0796019900497512
854,0,0.0796019900497512
855,0,0.0796019900497512
856,0,0.0796019900497512
857,0,0.0796019900497512
858,0,0.0796019900497512
859,0,0.0796019900497512
860,0,0.0796019900497512
861,0,0.0796019900497512
862,0,0.0796019900497512
863,0,0.0796019900497512
864,0,0.0796019900497512
865,0,0.0796019900497512
866,0,0.0796019900497512
867,0,0.0796019900497512
868,0,0.0796019900497512
869,0,0.0796019900497512
870,0,0.0796019900497512
871,0,0.0796019900497512
872,0,0.0796019900497512
873,0,0.0796019900497512
874,0,0.0796019900497512
875,0,0.0796019900497512
876,0,0.0796019900497512
877,0,0.0796019900497512
878,0,0.0796019900497512
879,0,0.0796019900497512
880,0,0.0796019900497512
881,0,0.0845771144278606
882,0,0.0845771144278606
883,0,0.0845771144278606
884,0,0.0845771144278606
885,0,0.0796019900497512
886,0,0.0796019900497512
887,0,0.0796019900497512
888,0,0.0796019900497512
889,0,0.0796019900497512
890,0,0.0796019900497512
891,0,0.0796019900497512
892,0,0.0796019900497512
893,0,0.0796019900497512
894,0,0.0796019900497512
895,0,0.0796019900497512
896,0,0.0845771144278606
897,0,0.0796019900497512
898,0,0.0845771144278606
899,0,0.0796019900497512
900,0,0.0845771144278606
901,0,0.0845771144278606
902,0,0.0845771144278606
903,0,0.0796019900497512
904,0,0.0845771144278606
905,0,0.0796019900497512
906,0,0.0796019900497512
907,0,0.0796019900497512
908,0,0.0845771144278606
909,0,0.0796019900497512
910,0,0.0845771144278606
911,0,0.0845771144278606
912,0,0.0845771144278606
913,0,0.0845771144278606
914,0,0.0845771144278606
915,0,0.0845771144278606
916,0,0.0845771144278606
917,0,0.0845771144278606
918,0,0.0796019900497512
919,0,0.0845771144278606
920,0,0.0845771144278606
921,0,0.0845771144278606
922,0,0.0796019900497512
923,0,0.0796019900497512
924,0,0.0796019900497512
925,0,0.0796019900497512
926,0,0.0796019900497512
927,0,0.0796019900497512
928,0,0.0796019900497512
929,0,0.0796019900497512
930,0,0.0796019900497512
931,0,0.0796019900497512
932,0,0.0796019900497512
933,0,0.0796019900497512
934,0,0.0845771144278606
935,0,0.0796019900497512
936,0,0.0845771144278606
937,0,0.0796019900497512
938,0,0.0845771144278606
939,0,0.0796019900497512
940,0,0.0796019900497512
941,0,0.0845771144278606
942,0,0.0796019900497512
943,0,0.0796019900497512
944,0,0.0796019900497512
945,0,0.0796019900497512
946,0,0.0796019900497512
947,0,0.0796019900497512
948,0,0.0796019900497512
949,0,0.0796019900497512
950,0,0.0796019900497512
951,0,0.0796019900497512
952,0,0.0796019900497512
953,0,0.0796019900497512
954,0,0.0796019900497512
955,0,0.0845771144278606
956,0,0.0796019900497512
957,0,0.0845771144278606
958,0,0.0796019900497512
959,0,0.0796019900497512
960,0,0.0796019900497512
961,0,0.0796019900497512
962,0,0.0796019900497512
963,0,0.0796019900497512
964,0,0.0845771144278606
965,0,0.0845771144278606
966,0,0.0845771144278606
967,0,0.0845771144278606
968,0,0.0845771144278606
969,0,0.0845771144278606
970,0,0.0845771144278606
971,0,0.0845771144278606
972,0,0.0845771144278606
973,0,0.0845771144278606
974,0,0.0845771144278606
975,0,0.0845771144278606
976,0,0.0845771144278606
977,0,0.0845771144278606
978,0,0.0845771144278606
979,0,0.0845771144278606
980,0,0.0845771144278606
981,0,0.0845771144278606
982,0,0.0845771144278606
983,0,0.0845771144278606
984,0,0.0845771144278606
985,0,0.0845771144278606
986,0,0.0845771144278606
987,0,0.0845771144278606
988,0,0.0845771144278606
989,0,0.0845771144278606
990,0,0.0796019900497512
991,0,0.0845771144278606
992,0,0.0796019900497512
993,0,0.0845771144278606
994,0,0.0796019900497512
995,0,0.0845771144278606
996,0,0.0845771144278606
997,0,0.0845771144278606
998,0,0.0796019900497512
999,0,0.0796019900497512
1000,0,0.0845771144278606
